வார்டு எண்,மரியாதைத் தலைப்பு,வேட்பாளரின் பெயர்,வேட்பாளரின் தந்தை/கணவர் பெயர்,பாலினம்‌,வயது,அரசியல் கட்சியின் பெயர்,வேட்புமனுவின் நிலை
142,திருமதி,விஷ்ணுபிரியா,திவாகர்,பெண்,31,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
142,திரு,பிரசன்னா பாலாஜி, சுகுமார்   லேட்,ஆண்,29,Amma Makkal Munnettra Kazagam, திரும்பப்பெறப் பட்டது 
143,திரு,உதயபூங்குன்றம்,என் சாரங்கபாணி,ஆண்,46,பாரதிய ஜனதா கட்சி,
143,திரு,ராஜன்,பி.வேலாயுதம்,ஆண்,50,திராவிட முன்னேற்றக் கழகம்,
143,திரு,ரூபலிங்கம்,பி.பக்தவச்சலம்,ஆண்,48,Makkal Needhi Maiam,
143,திரு,சுரேஷ்,ஆரோக்கியராஜ்,ஆண்,43,Naam Tamilar Katchi,
143,திரு,மணி,என்.டி.அந்தோணி,ஆண்,26,சுயேட்சை வேட்பாளர்,
143,திரு,செல்வ குமார்,சி வாசுதேவன்,ஆண்,48,சுயேட்சை வேட்பாளர்,
143,திரு,முருகேசன்,சுப்பையா பிள்ளை,ஆண்,71,Amma Makkal Munnettra Kazagam,
143,திரு,இம்மானுவேல்,முனுசாமி,ஆண்,46,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
143,திரு,பரத் குமார்,ஜெயபிரகாஷ்,ஆண்,36,பாரதிய ஜனதா கட்சி, திரும்பப்பெறப் பட்டது 
143,திருமதி,நளினி,எம் இம்மானுவேல்,பெண்,39,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
143,திரு,கோபிநாதன்,ஆர்.பார்த்தசாரதி,ஆண்,41,சுயேட்சை வேட்பாளர், திரும்பப்பெறப் பட்டது 
143,திரு,சரவணன்,முத்துக்கிருஷ்ணன்,ஆண்,40,Pattali Makkal Katchi, நிராகரிக்கப் பட்டது 
144,திரு,ராஜேந்திரன்,டீ.பாண்டியன் ,ஆண்,34,சுயேட்சை வேட்பாளர்,
144,திரு,மனோகரன்,டி.புருஷோத்தமன்,ஆண்,59,பாரதிய ஜனதா கட்சி,
144,திரு,மகேஷ் குமார்,ஆர் சிவகுமார்,ஆண்,51,தேசிய முற்போக்கு திராவிட கழகம்,
144,திரு,பால்சாமி,பெருமாள்,ஆண்,30,Pattali Makkal Katchi,
144,திரு,ஸ்டாலின்,ஏகாம்பரம்,ஆண்,50,திராவிட முன்னேற்றக் கழகம்,
144,திரு,கோபி கிருஷ்ணன்,பச்சையப்பன்,ஆண்,33,Naam Tamilar Katchi,
144,திரு,ராஜேஷ் குமார்,சந்துரு,ஆண்,23,Makkal Needhi Maiam,
144,திரு,பாரத்,எம்.எஸ்.அருள்தாஸ்,ஆண்,40,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
144,திரு,சீத்தாபதி,பி முனுசாமி,ஆண்,58,சுயேட்சை வேட்பாளர்,
144,திரு,லோகேஸ்வரன்,எம்.வில்விஜயன்,ஆண்,30,Amma Makkal Munnettra Kazagam,
144,திரு,ஜெயப்பிரதீப்,ஜி ராமசாமி,ஆண்,35,பகுஜன் சமாஜ் கட்சி,
144,திரு,ஜெயசூர்யா,இ.ஸ்டாலின்,ஆண்,22,திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
144,திரு,மனோஜ் பிரபாகர்,மகேஷ் குமார்,ஆண்,22,தேசிய முற்போக்கு திராவிட கழகம், திரும்பப்பெறப் பட்டது 
144,திருமதி,சிவகாமி,எம் சீதாபதி,பெண்,53,சுயேட்சை வேட்பாளர், நிராகரிக்கப் பட்டது 
144,திரு,மூவேந்தன்,கே கணேசன்,ஆண்,46,திராவிட முன்னேற்றக் கழகம், நிராகரிக்கப் பட்டது 
144,திருமதி,ரேவதி,டி.ராஜ்குமார்,பெண்,36,பாரதிய ஜனதா கட்சி, நிராகரிக்கப் பட்டது 
144,திருமதி,கவிதா,ஏ.பார்த்,பெண்,36,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
145,திரு,ஜெயபால்,தரணி,ஆண்,49,சுயேட்சை வேட்பாளர்,
145,திரு,ரவி வர்மன்,டி ஜோசப்,ஆண்,36,தேசிய முற்போக்கு திராவிட கழகம்,
145,திரு,யுவராஜ்,கமலக்கண்ணன்,ஆண்,35,Makkal Needhi Maiam,
145,திரு,முரளி கிருஷ்ணன்,கே.வேணுகோபால்,ஆண்,31,சுயேட்சை வேட்பாளர்,
145,திரு,செல்வன்,கே.சுவாமிநாதன்,ஆண்,47,பாரதிய ஜனதா கட்சி,
145,திரு,கணேஷ் மூர்த்தி,எஸ்.பிச்சை பிள்ளை,ஆண்,34,சுயேட்சை வேட்பாளர்,
145,திரு,கஜேந்திரன்,முத்துராமன்,ஆண்,32,Naam Tamilar Katchi,
145,திரு,சத்தியநாதன்,தன்சிங்,ஆண்,45,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
145,திரு,பூபாலன்,ராமச்சந்திரன்,ஆண்,36,சுயேட்சை வேட்பாளர்,
145,திரு,கருணாகரன்,ஆர்.கண்ணாயிரம்,ஆண்,51,Pattali Makkal Katchi,
145,திருமதி,அனிதா,எம்.அருண் பிரசாத்,பெண்,35,தேசியவாத காங்கிரஸ் கட்சி,
145,திரு,அலோன்ராஜ்,ராஜேந்திரன்,ஆண்,50,சுயேட்சை வேட்பாளர்,
145,திரு,ஆலன்,பத்தரச்சலம்,ஆண்,52,திராவிட முன்னேற்றக் கழகம்,
145,திருமதி,பிரதிபா,டி.சத்தியநாதன்,பெண்,41,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
145,திரு,கணேஷ்,சேகர்,ஆண்,37,சுயேட்சை வேட்பாளர், திரும்பப்பெறப் பட்டது 
145,திரு,ரசாக்,கப்பூர் ,ஆண்,44,Indiya Jananayaka Katchi, நிராகரிக்கப் பட்டது 
145,திரு,விமல் குமார்,வி.நாச்சியப்பன்,ஆண்,40,சுயேட்சை வேட்பாளர், நிராகரிக்கப் பட்டது 
145,திரு,வாசுதேவன்,எம் ராமன்,ஆண்,47,தேசிய முற்போக்கு திராவிட கழகம், திரும்பப்பெறப் பட்டது 
146,திரு,ராமு,கன்னியப்பன்,ஆண்,44,Makkal Needhi Maiam,
146,திரு,ரமேஷ்,எஸ் ராதாகிருஷ்ணன்,ஆண்,49,தேசிய முற்போக்கு திராவிட கழகம்,
146,திரு,மாரிச்சாமி,சண்முக ரெட்டியார்,ஆண்,58,பாரதிய ஜனதா கட்சி,
146,திரு,சரவணன்,மன்னா கட்டி,ஆண்,44,Amma Makkal Munnettra Kazagam,
146,திரு,குமார்,பி பெருமாள்,ஆண்,57,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
146,திரு,குமரவேல்,ப.சுப்ரமணி,ஆண்,44,Pattali Makkal Katchi,
146,திருமதி,உமா,குமரன்,பெண்,29,Naam Tamilar Katchi,
146,திரு,ராஜு,கே பிரபாகரன்,ஆண்,36,பகுஜன் சமாஜ் கட்சி,
146,திரு,ஜின்னா முகமது,பி.அப்துல் கரீம்,ஆண்,29,சுயேட்சை வேட்பாளர்,
146,திரு,ஆலப்பாக்கம்  கே சண்முகம்,குப்புசாமி,ஆண்,66,திராவிட முன்னேற்றக் கழகம்,
146,திரு,ஆறுமுகம்,என்.தேவராஜ்,ஆண்,48,சுயேட்சை வேட்பாளர்,
146,திரு,ரவி,மாரி,ஆண்,50,Indiya Jananayaka Katchi,
146,திருமதி,மோகன சுந்தரி,எம்.சரவணன்,பெண்,38,Amma Makkal Munnettra Kazagam, திரும்பப்பெறப் பட்டது 
146,திருமதி,தேன்மொழி,எம்.பி.குமார்,பெண்,56,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
146,திரு,தினகரன்,ஆலப்பாக்கம் கே சண்முகம்,ஆண்,33,திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
146,திருமதி,சங்கீதா,குமரவேல்,பெண்,42,Pattali Makkal Katchi, திரும்பப்பெறப் பட்டது 
146,திரு,சீனிவாசன்,சின்னகுழந்தை,ஆண்,54,சுயேட்சை வேட்பாளர், நிராகரிக்கப் பட்டது 
146,திருமதி,ஜெயந்தி,ஜி.தயாளன்,பெண்,50,பாரதிய ஜனதா கட்சி, நிராகரிக்கப் பட்டது 
146,திரு,வினோத் ராஜ்,ஜீவானந்தம்,ஆண்,31,சுயேட்சை வேட்பாளர், நிராகரிக்கப் பட்டது 
146,திரு,பாண்டியன்,கதிர்வேல்,ஆண்,42,சுயேட்சை வேட்பாளர், நிராகரிக்கப் பட்டது 
146,திரு,சுரேந்தர் ராஜ்,ஜீவானந்தம்,ஆண்,29,சுயேட்சை வேட்பாளர், நிராகரிக்கப் பட்டது 
146,திரு,சுரேஷ் குமார்,முருகையன்,ஆண்,42,சுயேட்சை வேட்பாளர், நிராகரிக்கப் பட்டது 
146,திரு,விஜயகுமார்,எஸ்.ராமசாமி,ஆண்,39,Pattali Makkal Katchi, நிராகரிக்கப் பட்டது 
147,திருமதி,வெண்ணிலா ராணி,கருணாகர் ராவ்,பெண்,52,Naam Tamilar Katchi,
147,திருமதி,ரமணி மாதவன்,எஸ்.ஜி.மாதவன்,பெண்,50,திராவிட முன்னேற்றக் கழகம்,
147,திருமதி,பார்வதி சங்கரன்,ஜி.சங்கரன்,பெண்,48,பாரதிய ஜனதா கட்சி,
147,திருமதி,பரகத் உன்னிசா,ஏ ஆர் பாபு,பெண்,40,சுயேட்சை வேட்பாளர்,
147,திருமதி,ஷோபனா,தாண்டவமூர்த்தி,பெண்,37,சுயேட்சை வேட்பாளர்,
147,திருமதி,சுசித்ரா மதிவாணன்,எம் மதிவாணன்,பெண்,40,Makkal Needhi Maiam,
147,திருமதி,சுமதி,ஜி.பக்தவச்சலம்,பெண்,45,Pattali Makkal Katchi,
147,திருமதி,ஷோபனா ரமேஷ்காந்தன்,பி.ரமேஷ்காந்தன்,பெண்,51,சுயேட்சை வேட்பாளர்,
147,திருமதி,ஸ்வபனா,பிரஜீஷ் குமார்,பெண்,36,Tamil Nadu Ilangyar Katchi,
147,திருமதி,விஜயா,மாரிமுத்து,பெண்,49,சுயேட்சை வேட்பாளர்,
147,செல்வி,பிரியதர்ஷினி,பி.ரமேஷ்காந்தன்,பெண்,28,சுயேட்சை வேட்பாளர்,
147,திருமதி,பிரிஸ்கிலா,ஏ.தேவதாஸ்,பெண்,45,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
147,திருமதி,சந்தோஷ ராணி,என்.ராபர்ட்,பெண்,53,சுயேட்சை வேட்பாளர்,
147,திருமதி,லலிதா,பாண்டியன் ,பெண்,59,Amma Makkal Munnettra Kazagam,
147,செல்வி,சங்கீதா,ரமேஷ்,பெண்,27,சுயேட்சை வேட்பாளர்,
147,திருமதி,ரூபினி,டி.அருண் குமார்,பெண்,26,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
147,திருமதி,குமுதா ரமணி,ரமணி ராஜன்,பெண்,52,பாரதிய ஜனதா கட்சி, திரும்பப்பெறப் பட்டது 
147,திருமதி,சித்திரை செல்வி,இ.குமார்,பெண்,39,Pattali Makkal Katchi, நிராகரிக்கப் பட்டது 
148,திரு,வெள்ளைசாமி,சுப்பையா,ஆண்,52,இந்திய கம்யூனிஸ்ட் கட்சி (மார்க்சிஸ்ட்),
148,திரு,நிமல் ராஜ்,என் சுதர்சனன்,ஆண்,36,சுயேட்சை வேட்பாளர்,
148,திரு,சதீஷ்,கோதண்டம்,ஆண்,27,சுயேட்சை வேட்பாளர்,
148,திரு,ஜெய்வீரன்,ராஜேந்திரன்,ஆண்,32,Naam Tamilar Katchi,
148,திரு,வினோத் குமார்,ஆர்.ரவி,ஆண்,24,சுயேட்சை வேட்பாளர்,
148,திரு,திருமுருகன்,ஏ.கேசவன்,ஆண்,44,Makkal Needhi Maiam,
148,திரு,சதீஷ்குமார்,குப்புரத்தினம்,ஆண்,35,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
148,திரு,கோவிந்தன்,எஸ்.சேட்டு,ஆண்,42,சுயேட்சை வேட்பாளர்,
148,திரு,கோவிந்தராஜ்,கே.குல்லா,ஆண்,60,தேசிய முற்போக்கு திராவிட கழகம்,
148,திரு,மதியழகன்,ராமலிங்கம்,ஆண்,48,பாரதிய ஜனதா கட்சி,
148,திரு,ஆனந்த ராகவன்,எம்.அடைகளம்,ஆண்,48,சுயேட்சை வேட்பாளர்,
148,திரு,சண்முகம்,குமார்,ஆண்,35,Tamil Nadu Ilangyar Katchi,
148,திரு,சுரேஷ்,கிருஷ்ணன்,ஆண்,54,Indiya Jananayaka Katchi,
148,திரு,கிரிதரன்,எம்.பி.விநாயகம்,ஆண்,39,Amma Makkal Munnettra Kazagam,
148,திரு,வெங்கடேசன்,ஏ.ஜெயராமன்,ஆண்,47,சுயேட்சை வேட்பாளர், திரும்பப்பெறப் பட்டது 
148,திரு,செந்தில் குமார்,எம்.பி. விநாயகம்,ஆண்,35,Amma Makkal Munnettra Kazagam, திரும்பப்பெறப் பட்டது 
148,திருமதி,விக்டோரியா,கே சதீஷ்குமார்,பெண்,33,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
148,திருமதி,நிரோஷா,வி.வி.கிரிதரன்,பெண்,32,சுயேட்சை வேட்பாளர், திரும்பப்பெறப் பட்டது 
148,திரு,எட்வர்ட் தாமஸ் டேனியல்,டே.செ.விக்டர்,ஆண்,42,இந்திய கம்யூனிஸ்ட் கட்சி (மார்க்சிஸ்ட்), திரும்பப்பெறப் பட்டது 
148,திரு,திருநாவுக்கரசு,சங்கு நாய்க்கர் ,ஆண்,58,சுயேட்சை வேட்பாளர், திரும்பப்பெறப் பட்டது 
148,திரு,வினாயகம்,ஆர்.கிருஷ்ணன்,ஆண்,53,சுயேட்சை வேட்பாளர், நிராகரிக்கப் பட்டது 
148,திரு,தாமோதரன்,அ.சாரங்கபானி,ஆண்,40,Pattali Makkal Katchi, நிராகரிக்கப் பட்டது 
149,செல்வி,ஸ்ரீஜா,பி.ராஜா,பெண்,24,Makkal Needhi Maiam,
149,திருமதி,ஜெயபாரதி,கிருபாகரன்,பெண்,52,சுயேட்சை வேட்பாளர்,
149,திருமதி,லட்சுமி ரவிச்சந்திரன் டாக்டர் ,ரவிச்சந்திரன்,பெண்,53,Pattali Makkal Katchi,
149,செல்வி,ரிஸ்வானா தஸ்லின்,அக்பர் இப்ராஹிம்,பெண்,25,Naam Tamilar Katchi,
149,திருமதி,மோகனா,எஸ் திருநாவக்கரசு,பெண்,50,சுயேட்சை வேட்பாளர்,
149,திருமதி,பிரியா,ஜே.பிரகாஷ்,பெண்,39,சுயேட்சை வேட்பாளர்,
149,திருமதி,செல்வி ரமேஷ்,டி.ரமேஷ்,பெண்,46,திராவிட முன்னேற்றக் கழகம்,
149,திருமதி,சசிகலா,ஆர் ரவி,பெண்,49,சுயேட்சை வேட்பாளர்,
149,திருமதி,நதியா, எ கார்த்திக்,பெண்,29,சுயேட்சை வேட்பாளர்,
149,திருமதி,லேகா,டி ரவிக்குமார்,பெண்,43,Amma Makkal Munnettra Kazagam,
149,திருமதி,சங்கீதா,டி.பிரபு,பெண்,34,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
149,திருமதி,ஈஸ்வரி,வேம்பு,பெண்,40,Indiya Jananayaka Katchi,
149,திருமதி,கவிதா,வி.ரமேஷ்,பெண்,46,பாரதிய ஜனதா கட்சி,
149,திருமதி,மேகலா,கே.பழனி,பெண்,44,Pattali Makkal Katchi, திரும்பப்பெறப் பட்டது 
149,திருமதி,லலிதா,டி.ரவிக்குமார்,பெண்,22,Amma Makkal Munnettra Kazagam, திரும்பப்பெறப் பட்டது 
149,திருமதி,நாகம்மாள்,கே.தாமோதரன்,பெண்,61,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
150,திருமதி,ஹரிணி,எம் புருஷோத்தமன்,பெண்,38,பாரதிய ஜனதா கட்சி,
150,செல்வி,மேரி பூங்கொடி,சவரி முத்து,பெண்,44,Naam Tamilar Katchi,
150,திருமதி,பிரியா,ஆனந்த்,பெண்,33,Makkal Needhi Maiam,
150,திருமதி,சுமதி,ஆர் வினோத்,பெண்,33,சுயேட்சை வேட்பாளர்,
150,திருமதி,சுமதி,மனோகர்,பெண்,43,சுயேட்சை வேட்பாளர்,
150,திருமதி,சுமதி,சுரேஷ்,பெண்,51,சுயேட்சை வேட்பாளர்,
150,திருமதி,ஹேமலதா,கே கணபதி,பெண்,56,திராவிட முன்னேற்றக் கழகம்,
150,திருமதி,சுபா,வி இளங்கோ,பெண்,35,சுயேட்சை வேட்பாளர்,
150,திருமதி,கல்பனா,ஏ சி திருவரசு,பெண்,28,Pattali Makkal Katchi,
150,திருமதி,அம்பிகா,இ நாகராஜன்,பெண்,24,சுயேட்சை வேட்பாளர்,
150,திருமதி,சந்திர கலா,பி ராமன்,பெண்,48,Amma Makkal Munnettra Kazagam,
150,திருமதி,சுமதி கந்தன்,இ கந்தன்,பெண்,47,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
150,திருமதி,ஜனனி,கே கார்த்திகேயன்,பெண்,35,திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
150,திருமதி,அமலா,எம் பழனி,பெண்,34,பாரதிய ஜனதா கட்சி, திரும்பப்பெறப் பட்டது 
150,திருமதி,நந்தினி,பி புருஷோத்தமன்,பெண்,29,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
150,திருமதி,அம்மு,அரிதாஸ்,பெண்,50,Pattali Makkal Katchi, நிராகரிக்கப் பட்டது 
151,திரு,லோகேஷ்,பி ஜெயபால்,ஆண்,25,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
151,திரு,யுகேஸ்வரன்,க.தட்சிணாமூர்த்தி,ஆண்,51,சுயேட்சை வேட்பாளர்,
151,திரு,மோகன்,மணி,ஆண்,48,சுயேட்சை வேட்பாளர்,
151,திரு,மோகன் ,உலகநாதன் ,ஆண்,41,Pattali Makkal Katchi,
151,திரு,முகைதீன் பாட்ஷா,பீர் முஹம்மது,ஆண்,47,Social Democratic Party of India,
151,திரு,மதன் குமார்,சோலைச்சாமி,ஆண்,32,Makkal Needhi Maiam,
151,செல்வி,ப்ரீத்தி அரசு,சிற்றரசு,பெண்,34,சுயேட்சை வேட்பாளர்,
151,திரு,தமிழரசன்,செல்லப்பன்,ஆண்,38,Naam Tamilar Katchi,
151,திருமதி,சுமதி மதுரேசன்,பி.மதுரேசன்,பெண்,50,சுயேட்சை வேட்பாளர்,
151,திரு,ஜெயசீலன்,ஜி வள்ளியப்பன்,ஆண்,68,சுயேட்சை வேட்பாளர்,
151,திரு,லக்கி முருகன்,இசக்கி முத்து,ஆண்,42,Amma Makkal Munnettra Kazagam,
151,திரு,சுரேஷ்,பெருமாள்,ஆண்,35,தேசிய முற்போக்கு திராவிட கழகம்,
151,திரு,சங்கர் கணேஷ்,எஸ் சண்முகம்,ஆண்,41,திராவிட முன்னேற்றக் கழகம்,
151,திரு,ஐயப்பன் பிள்ளை,கே தங்கப்பன் பிள்ளை,ஆண்,53,பாரதிய ஜனதா கட்சி,
151,திரு,நரேஷ் குமார்,செல்வம்,ஆண்,33,Pattali Makkal Katchi, திரும்பப்பெறப் பட்டது 
151,திரு,சுபாஷ் சந்திர போஸ்,எஸ் ஜெயபிரகாஷ்,ஆண்,48,பாரதிய ஜனதா கட்சி, திரும்பப்பெறப் பட்டது 
151,திருமதி,சுதா,எஸ் சங்கர் கணேஷ்,பெண்,41,திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
151,திரு,சத்தியமூர்த்தி,எஸ் வைத்தி,ஆண்,51,Amma Makkal Munnettra Kazagam, திரும்பப்பெறப் பட்டது 
151,திரு,ஜெயபால்,பெருமாள்சாமி,ஆண்,45,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
151,திரு,ஜி ஐயப்பன் நாயுடு,கணேசன்,ஆண்,29,சுயேட்சை வேட்பாளர், நிராகரிக்கப் பட்டது 
152,திருமதி,வளர்மதி,எ சுரேஷ்,பெண்,31,தேசிய முற்போக்கு திராவிட கழகம்,
152,திருமதி,பாரதி,இ அண்ணாவேலவன்,பெண்,48,திராவிட முன்னேற்றக் கழகம்,
152,திருமதி,செங்கோல் சுதா,எ ஜெயசீலன்,பெண்,45,சுயேட்சை வேட்பாளர்,
152,திருமதி,சுஜாதா,டி.கே.பாலாஜி,பெண்,46,Pattali Makkal Katchi,
152,திருமதி,ஜோதி என்கிற காமேஷ்வரராவ் ஜோதி,காமேஷ்வரராவ்,பெண்,44,Makkal Needhi Maiam,
152,திருமதி,கலைசெல்வி,பாலசுப்பிரமணியன்,பெண்,43,Amma Makkal Munnettra Kazagam,
152,திருமதி,கங்கா,வி சுரேஷ்,பெண்,42,சுயேட்சை வேட்பாளர்,
152,திருமதி,உமாமகேஸ்வரி,ஆர் மதன்குமார்,பெண்,37,சுயேட்சை வேட்பாளர்,
152,திருமதி,ஆனந்தி,டி உமேஷ்குமார்,பெண்,27,சுயேட்சை வேட்பாளர்,
152,திருமதி,வினோதினி,பி மூவரசன்,பெண்,23,சுயேட்சை வேட்பாளர்,
152,திருமதி,பிருந்தா சந்திரசேகர்,எம் ஜி சந்திரசேகர்,பெண்,39,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
152,திருமதி,நதியா,திருமுருகன்,பெண்,32,Naam Tamilar Katchi,
152,திருமதி,திலகவதி,கே விஜயகுமார்,பெண்,39,சுயேட்சை வேட்பாளர்,
152,திருமதி,ஜெயந்தி,குமார்,பெண்,55,திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
152,திருமதி,மேகலா,கே பழனி,பெண்,44,Pattali Makkal Katchi, திரும்பப்பெறப் பட்டது 
152,திருமதி,ஆனந்தி,பைத்திய நாத்குமார் பிஸ்வாஸ்,பெண்,38,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
152,திருமதி,ஜானகி,எம் முத்து,பெண்,50,பாரதிய ஜனதா கட்சி, நிராகரிக்கப் பட்டது 
152,திருமதி,துர்காராணி,பி சி ரங்கையன்,பெண்,52,பாரதிய ஜனதா கட்சி, நிராகரிக்கப் பட்டது 
153,திருமதி,ஜீவா ராஜேந்திரன்,கே ராஜேந்திரன்,பெண்,51,Pattali Makkal Katchi,
153,திருமதி,பூங்கொடி,டி ஆர் ரவீந்திரன்,பெண்,64,சுயேட்சை வேட்பாளர்,
153,திருமதி,லத்திகா ரெஜினா,அந்தோணி ஸ்டீபன்,பெண்,47,Amma Makkal Munnettra Kazagam,
153,திருமதி,ராஜலட்சுமி,மணிவண்ண கண்ணன்,பெண்,24,Makkal Needhi Maiam,
153,திருமதி,சாந்தி ராமலிங்கம்,ஜி ராமலிங்கம்,பெண்,52,திராவிட முன்னேற்றக் கழகம்,
153,திருமதி,தீபா,எஸ் சுகுமார்,பெண்,39,சுயேட்சை வேட்பாளர்,
153,திருமதி,நசிமா கிருஷ்ணன்,கே கிருஷ்ணன்,பெண்,37,பாரதிய ஜனதா கட்சி,
153,திருமதி,லதா,பி எஸ் குமார்,பெண்,50,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
153,திருமதி,பிரியா,வருண் கார்த்திக்,பெண்,39,Naam Tamilar Katchi,
153,திருமதி,தீபிகா,பி கார்த்திக்,பெண்,26,திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
153,திருமதி,துர்கா தேவி,எஸ் மகேஷ்,பெண்,25,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
153,திருமதி,குணவதி,டி எஸ் சித்தரஞ்சன்,பெண்,49,பாரதிய ஜனதா கட்சி, திரும்பப்பெறப் பட்டது 
154,திரு,யுவராஜ்,எஸ் ராமு,ஆண்,39,Amma Makkal Munnettra Kazagam,
154,திரு,மணி,கொல்லபுரி,ஆண்,63,சுயேட்சை வேட்பாளர்,
154,திரு,நவீன் குமார்,நிர்மல் சாந்த்,ஆண்,30,சுயேட்சை வேட்பாளர்,
154,திரு,மகேந்திரமணி,வேணுகோபால்,ஆண்,57,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
154,திரு,வெங்கடேசன்,எஸ் சிவசங்கரன்,ஆண்,47,Pattali Makkal Katchi,
154,திருமதி,ரோஜா,எல் ரமேஷ்,பெண்,25,சுயேட்சை வேட்பாளர்,
154,திரு,ராமகிருஷ்ணன்,கோவிந்தசாமி,ஆண்,52,சுயேட்சை வேட்பாளர்,
154,திரு,சதீஷ் குமார்,தாமோதரன்,ஆண்,36,Naam Tamilar Katchi,
154,திரு,சண்முகபிரியன்,ஆர் பாலசுப்ரமணியன்,ஆண்,40,Makkal Needhi Maiam,
154,திரு,ரமேஷ்,லோகு,ஆண்,31,பாரதிய ஜனதா கட்சி,
154,திரு,எத்திராஜன்,தேவன்,ஆண்,46,சுயேட்சை வேட்பாளர்,
154,திரு,செல்வக்குமார்,வடிவேல்,ஆண்,49,திராவிட முன்னேற்றக் கழகம்,
154,செல்வி,கோமதி,இ பிரபாகரன்,பெண்,24,Indiya Jananayaka Katchi,
154,திருமதி,ரஞ்சினி,பி ராஜேந்திரன்,பெண்,63,திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
154,திரு,மோகன்,பி சுப்பிரமணி,ஆண்,30,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
154,திரு,கண்ணன்பாபு,கே ராமலிங்கம்,ஆண்,50,Pattali Makkal Katchi, திரும்பப்பெறப் பட்டது 
155,திரு,பால் பிரதீப்,கிறிஸ்டோபர் நாகராஜ்,ஆண்,36,Makkal Needhi Maiam,
155,திரு,நாகராஜன்,எம்.எஸ்.ராஜேந்திரன்,ஆண்,40,சுயேட்சை வேட்பாளர்,
155,திரு,நடராஜன்,எம் கணேசன்,ஆண்,49,பாரதிய ஜனதா கட்சி,
155,திரு,தியாகராஜன்,பெரியசாமி,ஆண்,48,சுயேட்சை வேட்பாளர்,
155,திரு,சேரலாதன்,துளசி,ஆண்,61,Aam Aadmi Party,
155,திரு,செல்வம்,ஆறுமுகம்,ஆண்,45,சுயேட்சை வேட்பாளர்,
155,திரு,சுதாகர்,அண்ணாமலை,ஆண்,40,சுயேட்சை வேட்பாளர்,
155,திரு,சந்தோஷ்,சுந்தரராஜன்,ஆண்,23,Naam Tamilar Katchi,
155,திரு,லட்சுமி காந்தன்,எம் செல்வராஜ்,ஆண்,39,Amma Makkal Munnettra Kazagam,
155,திரு,ராஜு,கதிர்வேல்,ஆண்,49,திராவிட முன்னேற்றக் கழகம்,
155,திரு,ரவி,ஆர் ஏழுமலை,ஆண்,56,Pattali Makkal Katchi,
155,திரு,கார்த்திக்,விஸ்வநாதன்,ஆண்,31,தேசிய முற்போக்கு திராவிட கழகம்,
