வார்டு எண்,மரியாதைத் தலைப்பு,வேட்பாளரின் பெயர்,வேட்பாளரின் தந்தை/கணவர் பெயர்,பாலினம்‌,வயது,அரசியல் கட்சியின் பெயர்,வேட்புமனுவின் நிலை
115,திருமதி,சுஜாதா,கலைமணி,பெண்,56,Pattali Makkal Katchi,
115,திருமதி,மோகனபிரியா,எஸ்.கார்த்திக்,பெண்,27,சுயேட்சை வேட்பாளர்,
115,திருமதி,காயத்ரி,குமரேசன்,பெண்,30,Naam Tamilar Katchi,
115,திருமதி,ரசூல் ஹாலிதா,ஜைனுல் ஆப்தீன் எஸ்,பெண்,32,Social Democratic Party of India, திரும்பப்பெறப் பட்டது 
115,திருமதி,மல்லிகா,சந்திரசேகர் ஏ,பெண்,42,பாரதிய ஜனதா கட்சி, திரும்பப்பெறப் பட்டது 
115,திருமதி,சங்கீதா,உதயசங்கர்,பெண்,33,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
115,திருமதி,ஜெயபுன்னிஷா,முகம்மது லியாகத் உசேன்,பெண்,41,Social Democratic Party of India, நிராகரிக்கப் பட்டது 
116,திரு,சிவாஜி,தெய்வபிரசாத் பி எஸ்,ஆண்,58,பாரதிய ஜனதா கட்சி,
116,திரு,விஜய குமார்,பி வேணுகோபால்,ஆண்,40,சுயேட்சை வேட்பாளர்,
116,திரு,யோகராஜ்,கோபி,ஆண்,26,Naam Tamilar Katchi,
116,திரு,முபாரக்,பக்ருதீன்,ஆண்,48,Indiya Jananayaka Katchi,
116,திரு,பிரகாஷ்,ஜெகநாதன் ஆர்,ஆண்,38,Makkal Needhi Maiam,
116,திரு,சத்தியநாராயணன்,சந்தானகிருஷ்ணன் கே,ஆண்,49,Amma Makkal Munnettra Kazagam,
116,திரு,சங்கர்,கோபால கிருஷ்ணன் கே,ஆண்,48,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
116,திரு,கௌசீலன்,சுந்தரராஜன் கே,ஆண்,66,சுயேட்சை வேட்பாளர்,
116,திரு,காமராஜ் எ தனசேகரன்,செல்வி,ஆண்,60,திராவிட முன்னேற்றக் கழகம்,
116,திரு,ஸ்ரீதர்,கிருஷ்ணன் கே,ஆண்,43,Pattali Makkal Katchi,
116,திரு,ராஜா,கோவிந்தசாமி எஸ்,ஆண்,40,சுயேட்சை வேட்பாளர்,
116,திரு,தினேஷ்,மேகநாதன் எஸ்,ஆண்,37,Social Democratic Party of India,
116,திரு,சிங்காரவேலு,செல்வம் வி,ஆண்,45,பகுஜன் சமாஜ் கட்சி,
116,திரு,சஜ்ஜாத்,நிஷ்ரத்,ஆண்,31,சுயேட்சை வேட்பாளர்,
116,திரு,அஸ்வின் கண்ணா,சங்கர் கோ,ஆண்,23,சுயேட்சை வேட்பாளர்,
116,திரு,தினேஷ்,மேகநாதன் எஸ்,ஆண்,37,Social Democratic Party of India, நிராகரிக்கப் பட்டது 
116,திரு,நாகராஜன்,கிருஷ்ணன் வேணி,ஆண்,40,Social Democratic Party of India, திரும்பப்பெறப் பட்டது 
116,திரு,வடிவேல்,காளிதாஸ்,ஆண்,46,பாரதிய ஜனதா கட்சி, திரும்பப்பெறப் பட்டது 
117,திரு,கிருஷ்ணகுமார்,சின்னத்தம்பி எஸ்,ஆண்,49,தேசிய முற்போக்கு திராவிட கழகம்,
117,திரு,ராஜசேகர்,கிருஷ்ணன் கே,ஆண்,41,Indiya Jananayaka Katchi,
117,திரு,பாரத்குமார்,சாம்பசிவம்,ஆண்,38,சுயேட்சை வேட்பாளர்,
117,திரு,பாபு,எஸ். கணேசன் லேட்,ஆண்,51,Amma Makkal Munnettra Kazagam,
117,திரு,சிவலிங்கம்,கு மகாலிங்கம்,ஆண்,58,பாரதிய ஜனதா கட்சி,
117,திரு,இளங்கோவன்,அஞ்சப்பன் வி,ஆண்,64,Pattali Makkal Katchi,
117,திரு,இராசா,மாரியப்பன் மு,ஆண்,64,சுயேட்சை வேட்பாளர்,
117,திரு,ஆறுமுகம்,பெரியசாமி பி,ஆண்,53,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
117,திரு,வெங்கடேசன்,நாகப்பன் மா,ஆண்,39,பாரதிய ஜனதா கட்சி, திரும்பப்பெறப் பட்டது 
117,திரு,ராஜ்குமார்,ரங்கராஜன்,ஆண்,30,Naam Tamilar Katchi,
117,திரு,திருமலை,பொன்னுரங்கம்,ஆண்,43,திராவிட முன்னேற்றக் கழகம்,
117,திரு,அசோக்குமார்,ஜெயராமன்,ஆண்,29,சுயேட்சை வேட்பாளர்,
117,திரு,வெங்கடேசன்,கேசவன்,ஆண்,40,சுயேட்சை வேட்பாளர்,
117,திரு,இன்பரசு,குமார்,ஆண்,29,சுயேட்சை வேட்பாளர்,
117,திரு,ராஜேஷ்குமார்,ராமு என்,ஆண்,41,சுயேட்சை வேட்பாளர்,
117,திரு,சுரேஷ்,செல்வராஜ்,ஆண்,32,Makkal Needhi Maiam,
117,திரு,சங்கர்,லோகநாதன் பி,ஆண்,56,சுயேட்சை வேட்பாளர், திரும்பப்பெறப் பட்டது 
117,திரு,நாகதேவன்,புண்ணியகோட்டி,ஆண்,62,திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
118,திருமதி,யோகலட்சுமி,சுரேஷ் ஆர்,பெண்,32,Pattali Makkal Katchi,
118,திருமதி,மாரியம்மாள்,ரமேஷ் க,பெண்,45,சுயேட்சை வேட்பாளர்,
118,திருமதி,மாரியம்மாள்,கிருஷ்ணன்,பெண்,54,சுயேட்சை வேட்பாளர்,
118,திருமதி,பிரேமாவதி,டி.என்.பாலு லேட்,பெண்,64,சுயேட்சை வேட்பாளர்,
118,திருமதி,சித்ரா,தோத்தரி,பெண்,47,Makkal Needhi Maiam,
118,திருமதி,சல்லத் மேரி,மரிய லூக்காஸ் லேட்,பெண்,47,தேசிய முற்போக்கு திராவிட கழகம்,
