VEHICLE NO,LOCATION,NO.OF BINS,IST TRIP,IIND TRIP,IIRD TRIP,REMARKS,Zone,Div,Shift
TN 22 CH 8296 ,6TH BLOCK,1, ,10.30 AM, ,DAY,4,37,1
TN 04 AQ 6422 ,SM NAGAR MAIN ROAD NEAR COMMUNITY HALL,1, ,12.00 AM, ,NIGHT,4,37,2
TN 22 CF 6185 ,EH ROAD 2ND BRIDGE,1,9.40 AM, , ,DAY,4,38,0
TN 22 CF 6185 ,EH ROAD 2ND BRIDGE,1,9.40 AM, , ,DAY,4,38,1
TN 22 CF 5613 ,EH ROAD EB STREET,1,10.40 PM, , ,NIGHT,4,38,2
TN 04 AQ 6415 ,JJ NAGAR NEAR AEM SCHOOL,5, ,12.00 NOON, ,DAY,4,41,0
TN 04 AQ 6415 ,JJ NAGAR NEAR AEM SCHOOL,5, ,12.00 NOON, ,DAY,4,41,1
TN 22 BR 2956 ,BB ROAD ( TRAVELS),1,7.40AM,11.15AM, ,DAY,4,45,0
TN 22 BR 2956 ,DR.AMBED KAR COLLEGE ROAD (UPHC),2,7.10AM,10.50AM, ,DAY,4,45,1
TN 22 BR 1249 ,EH ROAD MARKET,1,9.10 AM, , ,DAY,4,46,0
TN 22 BR 1249 ,GOOD SHED MASUTHI OPP,1, ,11.35 AM, ,DAY,4,46,1
TN 04 AY 6403 ,SM NAGAR MAIN ROAD,6, ,12.15 PM, ,NIGHT,4,46,2
TN 04 AY 6435 ,"P.S.P STREET, NEAR HOSPITAL",1, ,11.15 AM, ,DAY,4,48,0
TN 04 AY 6435 ,"P.S.P STREET, NEAR HOSPITAL",1, ,11.15 AM, ,DAY,4,48,1
TN 04 AQ 1951,G.A.ROAD 8TH STREET,1,7 .35AM,10.45AM,12.30PM, ,5,49,0
TN 04 AD 1678,G.M.PETTAI HOUSING BOARD,4,8.00AM,11.15AM,1.15PM, ,5,50,0
TN 04 AD 6261,M.C.ROAD,4,7.00AM,9.30AM,12.00PM, ,5,52,0
TN 22 CH 6311,DR.VIJAYARAGASTREET ( NEAR PODIKADAI),1,7 .35AM,10.45AM,12.30PM, ,5,53,0
TN 04 AD 0623,MINT STREET,6,8.00AM,11.15AM,1.15PM, ,5,54,0
TN 22 CJ 1867,METRO RAIL STATION,2,7.00AM,9.30AM,12.00PM, ,5,55,0
TN 04 AD 1578,KRISHNANA KOIL STREET,2,7.00AM,9.30AM,12.00PM, ,5,56,0
TN 22 BR 1242,ELEPHANT GATE,3,7 .35AM,10.45AM,12.30PM, ,5,57,0
TN 04 AD 2874,BARRACKS STREET,3,7 .45AM,11.00AM,12.45PM, ,5,58,0
TN 22 AQ 6261,MUTUSAMY SALAI (OPP DENTAL HOSPITAL),1,7.20AM,10.30AM,12.15PM, ,5,59,0
TN 04 AD 1591,HIGH COURT INSIDE,17,7 .45AM,11.00AM,12.45PM, ,5,60,0
TN 22 CF 6138,DRIVER ST (OFFICE OPP),1,7.20AM,10.30AM,12.15PM, ,5,61,0
TN 22 CF 6063,DHARMARAJA KOIL ST 1,1,7 .45AM,11.00AM,12.45PM, ,5,62,0
TN 22 CF 8557,ANNA SALAI RIGHT (NEAR ROYALA TOWER ),2,7 .35AM,10.45AM,12.30PM, ,5,63,0
TN 05 CH 2491,DURGA COLONY,1, ,11.5, , ,6,64,0
 TN 05 CH 2354,JAMBULINGAM MAIN ROAD(JN 25TH STREET),1,7.45, , , ,6,65,0
 TN 05 AQ 6276,JAWAHAR NAGAR 5TH CIRCULAR ROAD,1,7.3, , , ,6,66,0
 TN 05 AY 6480,JAMBULINGAM MAIN ROAD,1, ,12.15, , ,6,67,0
 TN 05 AY 6450,PALLAVAN SALAI,1,11.2, , , ,6,68,0
  TN 05 AQ 4833,FOXEN STREET BHARANI HOSPITAL,2, ,9.4, , ,6,69,0
 TN 05 CY 7839,MH ROAD(JN OF SCHOOL ROAD),1,7.3, , , ,6,70,0
 TN 05 AD 7485,CYS ROAD,4, , ,11.45, ,6,71,0
 TN 05 BR 9571,POWEDER MILLS ROAD,8,7.25, , , ,6,72,0
 TN 05 CH 8625,GREY NAGAR,2, ,11.3, , ,6,73,0
TN 05 AV 6284 ,VARDAMMAL GARDEN,1, ,10.35, , ,6,74,0
 TN 04AQ 7048,MOOKU STREET,3,8.45, , , ,6,75,0
 TN 05 AQ 6446,ETHIRAJ GARDEN,1, ,10.55, , ,6,76,0
 TN 05 AY 6478,MUNUSAMY STREET,2, ,11.15, , ,6,77,0
 TN 05 AQ 4872,KURAVAN KULAM,2,8.11, , , ,6,78,0
TN 04 AP 9057,JAWAHAR STREET,2,9.55,-,-, ,7,79,0
 TN 04 AP 9038,BANU NAGAR 2TH AVENUE,1,12.05,-,-, ,7,80,0
TN 04 6481,NYNIAMMAL STREET,3,-,12.4,-, ,7,81,0
TN 02 BU 0478,KARRUKKU MAIN RD,1,10:07 TO 10:09, , ,NIGHT,7,82,0
TN 02 BU 0478,KARRUKKU MAIN RD,1,10:07 TO 10:09, , ,NIGHT,7,82,2
TN 02 BU 0478,KAMARAJAPURAM HOSING BOARD,5, ,05:40 TO 05:50, ,NIGHT,7,83,0
TN 02 BU 0478,NRS MAIN ROAD,2, ,01:00 TO 01:05, ,DAY,7,83,1
TN 02 BU 0478,KAMARAJAPURAM HOSING BOARD,5, ,05:40 TO 05:50, ,NIGHT,7,83,2
 TN 04 6481,MENAMBEDU ROAD,3,-,-,2.2, ,7,84,0
TN 02 BU 0478,KAMARAJAPURAM HOSING BOARD,6,08:35 TO 08:50, , ,DAY,7,85,0
TN 02 BU 0478,KAMARAJAPURAM HOSING BOARD,6,08:35 TO 08:50, , ,DAY,7,85,1
TN 22 CH 7682,SOUTH MADA STREET (CASA GRAND FLATS),6,9.1,-,-, ,7,87,0
TN 04 AP 9028,KALAIVANAR NAGAR,1,9,-,-, ,7,88,0
 TN 04 9028,THIRUMANGALAM MAIN ROAD (MULLAI COLONY),1,-,-,12.45, ,7,89,0
 TN 04 7682,PADI PUTHU NAGAR MEDIMIX AVENUE,1,-,-,1, ,7,90,0
TN 04 AC 6127,BALIYAMMAN KOIL STREET,4,7.45 AM,11.15 AM, , ,8,94,0
TN 04 - 2841 ,20TH MAIN ROAD ( NEAR CANAL SIDE ),4,9.15 AM,12.10AM, , ,8,95,0
TN 04 AQ 4857,KONNUR HIGH ROAD SAYANI,1,8.40 AM,11.20AM,1.30 PM, ,8,96,0
TN-01 AQ 4843 ,KUTTYAPPAN 2ND STREET,2,8.00 AM, ,11.40 AM, ,8,98,0
TN 22 BR 9698,17TH MAIN ROAD NEAR 100FT ROAD,2,9.55 AM,12.50 PM, , ,8,99,0
TN04 AY 6892 ,3RD AVENUE NSK NAGAR 22TH STREET,1,7.30 AM,11.30 AM, , ,8,100,0
TN 22 BR 9446,3RD AVENUE PC,1,8.50AM,11.25AM, , ,8,101,0
TN 04 AQ 4740,CANAL ROAD NEAR KG COLONY,1, ,11.00 AM,12.50 PM, ,8,102,0
TN 04 AD 1184,GAJAPATHY STREET,1,8.00 AM,12.00 AM, , ,8,103,0
TN 04 AQ 6251,BRICKLIN ROAD NEAR MEGALA THEATRE,1,8.00 AM, ,11.30 AM, ,8,104,0
TN 04 A3 3506,ANNAI SATHIYA NAGAR 5TH STREET,1,10.20 PM,12.45 AM, , ,8,105,0
TN 22 CH 4665,JAYAMMAL STREET VIMALA STREET,2,9.00 AM,12.35 AM, , ,8,106,0
TN 04 AP 9048,DHANAMMAL STREET,1,7.30 AM,10.05AM,-, ,8,107,0
TN 22 CY 7795,G G MAHAL,2,7.30 AM,9.40 AM, , ,8,108,0
TN02BU 0441,VALLUVAR NAGAR,2,08.10 AM, , ,DAY,1,2,0
TN02BU 0441,ETPS - QUATRESS -2,2,07.15 AM, , ,DAY,1,3,0
TN02BU 0441,KATHIWAKKAM BRIDGE,8, ,12.30 PM, ,DAY,1,3,1
TN02BU 0407,SAKTHIPURAM,4, ,11.00 AM, ,DAY,1,5,0
TN02BU 0421,KCP ROAD,8,`,01.00 AM, ,NIGHT,1,7,0
TN 02 BU 0442,MRB NAGAR,6,8.30AM, , ,DAY,2,16,0
TN 02 BU 0442,2ND MAIN ROAD ,1, ,2.35AM, ,NIGHT,2,19,0
TN 02 BU 0442,3RD MAIN ROAD,1, ,12.40PM, ,DAY,2,19,1
TN 02 BU 0442,3RD MAIN ROAD,1, ,3.15AM, ,NIGHT,2,19,2
TN 02 BU 0444,KAMARAJAR SALAI ,4, ,2.40PM, ,DAY,2,21,0
TN 02 BU 0442,MULLAI GARDEN,4, ,2.15PM, ,DAY,2,21,1
TN02BU 0433,KANADAPALAYAM,7, ,2.00AM, ,NIGHT,3,22,0
TN02BU 0433,ELUMALAI NAGAR,2, ,12.50PM, ,DAY,3,24,0
TN02BU 0433,SANTHOSH NAGAR,4, ,1.00PM, ,DAY,3,24,1
TN02BU 0433,SANTHOSH NAGAR,4,12.00AM, , ,NIGHT,3,24,2
TN02BU 0433,GNT SERVICE ROAD,3, ,3.40AM, ,NIGHT,3,25,0
TN02BU 0433,200 FEET ROAD,5,9:30PM, , ,NIGHT,3,26,0
TN02BU 0340,VINAYAKAPURAM,7, ,12.30PM, ,DAY,3,26,1
TN02BU 0433,VINAYAKAPURAM,7,10.45PM, , ,NIGHT,3,26,2
TN02BU 0340,KUMARAPPAPURAM MAIN RD,2,08:45AM, , ,DAY,3,27,0
TN02BU 0484,PARTHA SARATHY STREET,3, ,1.30AM, ,NIGHT,3,29,0
TN02BU 0484,MRH ROAD,4,10:00PM, , ,NIGHT,3,30,0
TN02BO 0497,MRH ROAD,2, ,01:30PM, ,DAY,3,31,0
TN02BU 0433,TEACHERS COLONY 3RD CROSS STREET,2,11.35PM, , ,NIGHT,3,32,0
TN02BO 0497,G.N.T ROAD,2,12.10AM, , ,DAY,3,33,0
TN02BO 0497,V.G.P PARK MAIN ROAD,6,12.50AM, , ,DAY,3,33,1
TN02BU 0484,V.G.P PARK MAIN ROAD,6, ,3.15AM, ,NIGHT,3,33,2
TN 04 AY 7304 ,JUMBULI COLONY,1, ,10.10 AM, ,DAY,4,34,0
TN 04 AY 7304 ,JUMBULI COLONY,1, ,10.10 AM, ,DAY,4,34,1
TN 22 CH 8343 ,PARVATHI NAGAR BUS STRAND,3, ,12.40 AM, ,NIGHT,4,34,2
TN 04 AC 6197 ,GNT ROAD,4, ,1.00 PM, ,DAY,4,35,0
TN 04 AC 6197 ,GNT ROAD,4, ,1.00 PM, ,DAY,4,35,1
TN 04 AC 6197 ,T.H.ROAD MEENAMBAL SALAI JUNCTION,1, ,11.00 PM, ,NIGHT,4,35,2
TN 22 BR 3937 ,EH ROAD ( CPS SCHOOL ),1, ,11.10 AM, , ,4,36,0
TN 04 AY 6422 ,WEST AVENUE ROAD ( RELIANCE ),1,11.20 PM, , ,NIGHT,4,36,2
TN 04 AV 6403 ,4TH MAIN ROAD NEAR METRO WATER,1,9.35AM, , ,DAY,4,37,0
TN 22 CH 8296 ,8TH BLOCK,3,8.00 AM, , ,DAY,4,37,1
TN 04 AQ 6422 ,SM NAGAR MAIN ROAD NEAR NEW JJ NAGAR TNSCB,2, ,12.10 AM, ,NIGHT,4,37,2
TN 22 CF 6185 ,EH ROAD 2ND BRIDGE,1, ,12.05 PM, ,DAY,4,38,0
TN 22 CF 6185 ,EH ROAD 3RD BRIDGE ( BUS STOP ),1,9.45 AM, , ,DAY,4,38,1
TN 22 CF 5613 ,EH ROAD ECI SCHOOL ( OPP ),2,11.00 PM, , ,NIGHT,4,38,2
TN 04 AQ 6415 ,JJ NAGAR NEAR DIVISION OFFICE,1,7.00 AM, , ,DAY,4,41,0
TN 04 AQ 6415 ,JJ NAGAR NEAR DIVISION OFFICE,1,7.00 AM, , ,DAY,4,41,1
TN 04 AQ 6408 ,BB ROAD ( TRAVELS),1, , ,3.50PM,AFTERNOON,4,45,0
TN 22 BR 2956 ,EH ROAD ( NEAR DR.AMBEDKAR COLLEGE ),3,10.00AM,12.35AM, ,DAY,4,45,1
TN 22 BR 1249 ,GOOD SHED 1ST BLOCK OPP,1, ,11.50 AM, ,DAY,4,46,0
TN 22 BR 1249 ,GOOD SHED ROAD,1, ,1.25 PM, ,DAY,4,46,1
TN 04 AY 6435 ,"P.S.P STREET, NEAR P.C",1, ,11.25 AM, ,DAY,4,48,0
TN 04 AY 6435 ,"P.S.P STREET, NEAR P.C",1, ,11.25 AM, ,DAY,4,48,1
TN 22 CF 1678,G.A.ROAD GURU HOTEL,1,7.00AM,9.30AM,12.00PM, ,5,49,0
TN 04 AD 1678,G.M.PETTAI ROAD,2,7.00AM,9.30AM,12.00PM, ,5,50,0
TN 04 AD 6261,MODEL LANE,4,8.00AM,11.15AM,1.15PM, ,5,52,0
TN 22 CH 6311,KANNAN ROUNDANA,3,7.20AM,10.30AM,12.15PM, ,5,53,0
TN 04 AD 0623,MULLAH LANE,2,7.20AM,10.30AM,12.15PM, ,5,54,0
TN 04 AQ 7295,MILITARY QUARTERS,2,8.00AM,11.15AM,1.15PM, ,5,55,0
TN 04 AD 1578,LINGI CHETTY STREET,2,7 .45AM,11.00AM,12.45PM, ,5,56,0
TN 22 CJ 1867,ELEPHANT GATE BRIDGE ROAD,2,8.00AM,11.15AM,1.15PM, ,5,57,0
TN 04 AD 2874,CRUCH ROAD NEAR (ST.PAUL'S SCHOOL OPP.),1,7.00AM,9.30AM,12.00PM, ,5,58,0
TN 22 AQ 6261,N.S.C BOSE ROAD (NEAR BSNL OFFICE ),2,7.20AM,10.30AM,12.15PM, ,5,59,0
TN 22 AQ 4269,IBRAHIM MAIN ROAD,4,8.00AM,11.15AM,1.15PM, ,5,60,0
TN 22 CF 6138,"EGMORE HIGH ROAD (WINS SHOP OPP, MEDIA PLASE ,LLN KOIL)",4,7.00AM,9.30AM,12.00PM, ,5,61,0
TN 22 CF 6063,EAST COOVAM ROAD ( ),1,7.00AM,9.30AM,12.00PM, ,5,62,0
TN 04 AY 6447,ATHITHANAR SALAI (NEAR ABINAYA JUICE SHOP),2,7.00AM,9.30AM,12.00PM, ,5,63,0
 TN 04 AY 6457,EAST STREET SM STREET,1,7.3, , , ,6,64,0
 TN 05 CH 2354,JAMBULINGAM MAIN ROAD(JN 29TH STREET),2, ,11.1, , ,6,65,0
 TN 05 AQ 6276,JAWAHAR NAGAR 5TH CIRCULAR ROAD,1, ,9.15, , ,6,66,0
 TN 05 AY 6480,JAMBULINGAM MAIN ROAD,1,9.3, , , ,6,67,0
 TN 05 AY 6450,PALLAVAN SALAI,1,10.5, , , ,6,68,0
  TN 05 AQ 4833,FOXEN STREET BHARANI HOSPITAL,2, , , , ,6,69,0
 TN 05 CY 7839,MH ROAD(JN OF SCHOOL ROAD),1, ,11.15, , ,6,70,0
 TN 05 AD 7485,KH ROAD,4, ,9.45, , ,6,71,0
 TN 05 BR 9571,VOC NAGAR,4, ,12.15, , ,6,72,0
 TN 05 CH 8625,GREY NAGAR HOUSING BOARD,1, ,11.45, , ,6,73,0
 TN 04AQ 7048,THIRU VI KA STREET,1,8, , , ,6,75,0
 TN 05 AQ 6446,GOODPET PALLAM,1, , ,12.45, ,6,76,0
 TN 05 AY 6478,OLD SLAUGHTER HOUSE,3,9.15, , , ,6,77,0
 TN 05 AQ 4872,KURAVAN KULAM,2, , ,11.45, ,6,78,0
TN 04 AP 9057,LAL BHAHADHUR STREET,1,9.45,-,-, ,7,79,0
 TN 04 AP 9038,BHARATHI STREET,1,8,-,-, ,7,80,0
TN 04 6481,ORAGADAM ROAD,3,-,11.55,-, ,7,81,0
TN 02 BU 0478,MATHANAKUPPAM MAIN ROAD ,3,11:42 TO 11:47, , ,NIGHT,7,82,0
TN 02 BU 0478,MATHANAKUPPAM MAIN ROAD ,3,11:42 TO 11:47, , ,NIGHT,7,82,2
TN 02 BU 0478,KAMARAJAPURAM JC OFFICE,3, ,06:02 TO 06:05 , ,NIGHT,7,83,0
TN 02 BU 0478,NRS MAIN ROAD,2,09:32 TO 09:35, , ,DAY,7,83,1
TN 02 BU 0478,KAMARAJAPURAM JC OFFICE,3, ,06:02 TO 06:05 , ,NIGHT,7,83,2
TN 22 CH 7241,PATTRAVAKKAM,4,7.15,-,-, ,7,84,0
TN 02 BU 0478,KAMARAJAPURAM JC OFFICE,1,08:51 TO 08:53, , ,DAY,7,85,0
TN 02 BU 0478,KAMARAJAPURAM JC OFFICE,1,08:51 TO 08:53, , ,DAY,7,85,1
TN 22 CH 7686,THIRUNANASAMBANDHAR STREET (TV MAHAL),3,-,-,1.2, ,7,87,0
TN 04 AP 9028,MG ROAD KUMARAN NAGAR,2,8.2,-,-, ,7,88,0
 TN 04 9028,THIRUMANGALAM MAIN ROAD (NEAR VELAMMAL SCHOOL),1,-,-,12, ,7,89,0
 TN 04 1804,THIRUMANGALAM MAIN ROAD (AMRITHA FLATS),1,-,10.5,-, ,7,90,0
TN 22 CF 5473,MTH ROAD (TOWER PARK),5,7.00AM,10.30AM, , ,8,94,0
TN 04 - 2841 ,20TH MAIN ROAD ( NEAR JAYANTHI FLATS ),1,8.40 AM,11.55AM, , ,8,95,0
TN 04 AQ 4857,PORTEIUS ROAD,1,8.30AM,10.50AM,-, ,8,96,0
TN-01 AQ 4843 ,LOCK STREET (FLAT OPP SIDE),2,7.30 AM, ,11.35 AM, ,8,98,0
TN 22 BR 9698,21TH MAIN ROAD NEAR 11TH MAIN ROAD,1,9.15 AM,12.10 PM, , ,8,99,0
TN04 AY 6892 ,3RD AVENUE NSK NAGAR 24TH STREET,1,7.20 AM,11.15 AM, , ,8,100,0
TN 22 BR 9446,3RD AVENUE ROYAL ENCLOVE,2,12.45 PM, , , ,8,101,0
TN 04 AY 6843,CENTRAL STREET JJ STADIUM,1, ,11.40 AM, , ,8,102,0
TN 04 AP 9042,HALLS ROAD,1,7.35AM,10.40AM,12.30AM, ,8,103,0
TN 04 AQ 6251,BRICKLIN ROAD NEAR THIDEER NAGAR,1,8.20 AM, ,11.45AM, ,8,104,0
TN 04 A3 3506,ANNAI SATHIYA NAGAR 9TH STREET,1,10.40 PM,12.50 AM, , ,8,105,0
TN 22 CH 8292,KANNAIYAN STREET,2,7.45 AM,11.15 AM, , ,8,106,0
TN 04 AQ 4837,DR.GURUSAMY SALAI,1,-,11.00 AM,-, ,8,107,0
TN 04 AQ 6253,GANDHI ROAD,2,7.40 AM, , , ,8,108,0
TN02BU 0441,ETPS QUATRESS,2, ,12.00 PM, ,DAY,1,3,0
TN02BU 0441,NETHAJI NAGAR,3, ,01.15 PM, ,DAY,1,3,1
TN02BU 0407,TH ROAD,4,07.20 AM, , ,DAY,1,5,0
TN02BU 0407,LORRY DEPOT NEAR,2,09.10 AM, , ,DAY,1,7,0
TN 02 BU 0442,MRB NAGAR,6,11.00PM, , ,NIGHT,2,16,0
TN 02 BU 0442,2ND MAIN ROAD ,2, ,2.20AM, ,NIGHT,2,19,0
TN 02 BU 0442,CHINNA MATHUR SALAI,2, ,12.45PM, ,DAY,2,19,1
TN 02 BU 0442,CHINNA MATHUR SALAI,2, ,3.25AM, ,NIGHT,2,19,2
TN 02 BU 0442,KAMARAJAR SALAI ,4, ,4.40AM, ,NIGHT,2,21,0
TN02BU 0433,SHAKTHIVEL NAGAR,5,9.15AM, , ,DAY,3,22,0
TN02BU 0433,ELUMALAI NAGAR,2,11.55PM, , ,NIGHT,3,24,0
TN02BU 0433,SURAPET MAIN ROAD,3, ,12.30PM, ,DAY,3,24,1
TN02BU 0433,SURAPET MAIN ROAD,3,12.25PM, , ,NIGHT,3,24,2
TN02BU 0433,M.G.R NAGAR,4,9.45AM, , ,DAY,3,25,0
TN02 BU 0497,200 FEET ROAD,4,3:40 PM, , ,NOON,3,26,0
TN02BU 0340,VINAYAKAPURAM,6, ,12.15PM, ,DAY,3,26,1
TN02BU 0484,KUMARAPPAPURAM MAIN RD,2,11:40PM, , ,NIGHT,3,27,0
TN02BU 0484,MRH ROAD,8,9:30PM, , ,NIGHT,3,30,0
TN02 BU 0497,MRH ROAD,2,7:45 PM, , ,NOON,3,31,0
TN02BO 0497,TEACHERS COLONY 7TH MAIN ROAD,6,10.15AM, , ,DAY,3,32,0
TN02BO 0497,G.N.T ROAD,5,12.30AM, , ,DAY,3,33,0
TN 04 AY 7304 ,JUMBULI NEW COLONY,1, ,9.45 AM, ,DAY,4,34,0
TN 04 AY 7304 ,JUMBULI NEW COLONY,1, ,9.45 AM, ,DAY,4,34,1
TN 04 AC 6197 ,GNT ROAD,4,9.00 PM, , ,NIGHT,4,35,0
TN 04 AY 6472 ,KAMARAJAR SALAI ANNAMALAI APPRATMENT,1, ,11.40 AM, ,DAY,4,35,1
TN 04 AY 6422 ,EH ROAD ( CPS SCHOOL ),1,10.10.PM, , ,NIGHT,4,36,0
TN 22 CH 8296 ,6TH BLOCK,1, ,10.30 AM, ,DAY,4,37,0
TN 22 CH 8296 ,AMBEDKAR STREET,1,8.55 AM, , ,DAY,4,37,1
TN 04 AQ 6422 ,TH ROAD,1, ,12.30 AM, ,NIGHT,4,37,2
TN 22 CF 5613 ,EH ROAD 2ND BRIDGE,1,11.10 PM, , ,NIGHT,4,38,0
TN 22 CF 6185 ,EH ROAD 3RD BRIDGE BUS STOP,1, ,12.10 PM, ,DAY,4,38,1
TN 22 CF 5613 ,EH ROAD PETROL BUNK,1,9.30 PM, , ,NIGHT,4,38,2
TN 04 AQ 6415 ,LIME KLIN ROAD,4,10.00 AM, , ,DAY,4,41,0
TN 04 AQ 6415 ,LIME KLIN ROAD,4,10.00 AM, , ,DAY,4,41,1
TN 04 AQ 6408 ,BV COLONY 8TH STREET (NEAR RRC CENTER ),3,12.40PM, , ,AFTERNOON,4,45,0
TN 22 BR 2956 ,MPM STREET ( CORNER),1,7.50AM,11.20AM, ,DAY,4,45,1
TN 22 BR 1249 ,GOOD SHED MASUTHI OPP,1, ,11.35 AM, ,DAY,4,46,0
TN 22 BR 1249 ,MASUTHI STREET ( CHURCH ),1, ,11.20 AM, ,DAY,4,46,1
TN 04 AY 6435 ,"P.S.P STREET, NEAR PANDIAN THEATER",2, ,11.35 AM, ,DAY,4,48,0
TN 04 AY 6435 ,"P.S.P STREET, NEAR PANDIAN THEATER",2, ,11.35 AM, ,DAY,4,48,1
TN 22 CF 1678,G.A.ROAD RAINY HOSPITAL,1,7 .45AM,11.00AM,12.45PM, ,5,49,0
TN 04 AY 6426,MS KOIL STREET,4,7.20AM,10.30AM,12.15PM, ,5,50,0
TN 04 AD 6261,NRT BRIDGE ( NEAR CASA GRAND),1,7 .45AM,11.00AM,12.45PM, ,5,52,0
TN 22 CH 6311,KATHBADA MAINROAD,10,7.00AM,9.30AM,12.00PM, ,5,53,0
TN 04 AD 0623,NORTH WALL ROAD,3,7 .35AM,10.45AM,12.30PM, ,5,54,0
TN 22 CJ 1867,NATTU PILLAYAR KOIL STREET,5,7 .35AM,10.45AM,12.30PM, ,5,55,0
TN 22 CJ 4842,PIDARIYAR KOIL STREET,3,7.20AM,10.30AM,12.15PM, ,5,56,0
TN 22 BR 4071,GODOWN STREET,3,7.00AM,9.30AM,12.00PM, ,5,57,0
TN 22 BR 2976,E.V.K SAMPATH ROAD (AGARWAL SCHOOL NEAR ),1,7 .45AM,11.00AM,12.45PM, ,5,58,0
TN 22 CF 5598,N.S.C BOSE ROAD (NEAR GODOWN ST),1,7 .45AM,11.00AM,12.45PM, ,5,59,0
TN 22 AQ 4269,JAFFER SARANG STREET,2,7.20AM,10.30AM,12.15PM, ,5,60,0
TN 22 CF 5144,ETHIRAJ LANE (POST OFFICE),2,7 .35AM,10.45AM,12.30PM, ,5,61,0
TN 22 CF 6063,EAST COOVAM ROAD (NEAR AMMA NAGAR),1,7 .35AM,10.45AM,12.30PM, ,5,62,0
TN 04 AY 6447,ATHITHANAR SALAI (NEAR POLICE BOOTH),2,7.20AM,10.30AM,12.15PM, ,5,63,0
 TN 04 AY 6457,EAST STREET SM STREET,1, ,11.3, , ,6,64,0
 TN 05 CH 2354,JAMBULINGAM MAIN ROAD(JN 29TH STREET),2,7.55, , , ,6,65,0
 TN 05 AQ 6276,JAWAHAR NAGAR 5TH CIRCULAR ROAD,1, , ,11.15, ,6,66,0
 TN 05 CF 5272,LOCO SCHEME 1ST STREET,2, , ,11.3, ,6,67,0
 TN 05 AY 6450,PALLAVAN SALAI,1,11.1, , , ,6,68,0
 TN 05 AY 6478,MH ROAD NEAR BIRUNTHA THEATRE,1,8.2, , , ,6,69,0
 TN 05 CY 7839,MURASOLIMARAN PARK,1,8.3, , , ,6,70,0
 TN 05 AD 7485,KRISHNA DOSS MAIN ROAD,3,7.3, , , ,6,71,0
 TN 05 BR 9571,VOC NAGAR,4,8.15, , , ,6,72,0
 TN 05 CH 8625,MANNAR SWAMY KOIL STREET,1,9.1, , , ,6,73,0
 TN 04AQ 7048,THIRU VI KA STREET,1, ,11.15, , ,6,75,0
 TN 05 AQ 6446,KANDASAMY KOIL STREET,2, , ,1.25, ,6,76,0
 TN 05 AY 6478,PULIANTHOPE HIGH ROAD,4,7, , , ,6,77,0
 TN 05 CF 5487,MANICKAM STREET,2, ,10.25, , ,6,78,0
TN 04 AP 9057,LENIN NAGAR 10TH MAIN ROAD,5,11.5,-,-, ,7,79,0
 TN 04 AP 9038,DR. RAMASAMY STREET,1,7.35,-,-, ,7,80,0
TN 04 6481,PONNU SUPER MARKET,3,-,12.2,-, ,7,81,0
TN 02 BU 0478,MATHANAKUPPAM MAIN ROAD ,3,11:49 TO 12:02, , ,NIGHT,7,82,0
TN 02 BU 0478,MATHANAKUPPAM MAIN ROAD ,3,11:49 TO 12:02, , ,NIGHT,7,82,2
TN 02 BU 0478,MADANAKUPPAM ,4, ,12:27 TO 12:32, ,DAY,7,83,0
TN 02 BU 0478,ONDIVEERAN ST,4, ,01:47 TO 02:00, ,DAY,7,83,1
TN 02 BU 0478,MADANAKUPPAM ,4, ,02:17 TO 02:21, ,NIGHT,7,83,2
 TN 04 6481,RADHA THEATRE,3,-,-,1, ,7,84,0
TN 02 BU 0478,MANGALAPURAM ,4,08:55 TO 09:05, , ,DAY,7,85,0
TN 02 BU 0478,MANGALAPURAM ,4,08:55 TO 09:05, , ,DAY,7,85,1
TN 22 CH 7682,THIRUNANASAMBANDHAR STREET (TV MAHAL),3,9.5,-,-, ,7,87,0
TN 04 6481,MG ROAD KUMARAN NAGAR,2,-,-,12, ,7,88,0
 TN 04 AP 9036,THIRUMANGALAM MAIN ROAD (PLATINUM FLATS),2,11,-,-, ,7,89,0
 TN 04 AC 3928,THIRUMANGALAM MAIN ROAD (BRAND FACTORY),1,9.2,-,-, ,7,90,0
TN 22 CF 5473,MTH ROAD(ASIAN GARDEN),3,7.30AM,11.00AM, , ,8,94,0
TN 04 - 6280 ,ADHINAYADU STREET,1, , ,12.45 PM, ,8,95,0
TN 04 AQ 4857,SOMASUNDARAM DEVAR 1ST STREET,2,7.55 AM,10.10AM,12.40 PM, ,8,96,0
TN-01 AQ 4843 ,LOCK STREET (NEAR PARK),2,7.15 AM, ,11.30 AM, ,8,98,0
TN 22 CF 5473,2ND AVENUE METRO WATER OFFICE,1,7.45 AM,11.30 AM, , ,8,99,0
TN04 AY 6892 ,3RD AVENUE ROUNTANA,1,7.00 AM,10.35 AM, , ,8,100,0
TN 22 BR 9446,3RD AVENUE T BLOCK,1,9.10AM,11.43AM, , ,8,101,0
TN 04 AQ 4740,CONVENT STREET,1,8.30 AM,10.25 AM,-, ,8,102,0
TN 04 AY 6858,HALLS ROAD,1,7.45AM,11.45AM, , ,8,103,0
TN 22 BR 9625,DIWAN RAMAN ROAD NEAR JN OF ORCHIT APPT,2, ,10.45 AM,1.35 PM, ,8,104,0
