Zone,Div,Address,Area,StreetLight
4,35,"Dr. Anna Salai  Tamil Harijan Colony, Kodungaiyur",Kodungaiyur,13
4,35,"E.V.R.Salai  Lakshmi Amman Nagar, Erukkencherry",Erukkencherry,3
4,35,"E.V.R.Salai  Tamil Harijan Colony, Kodungaiyur",Kodungaiyur,8
4,35,"East Avenue Road  Muthamil Nagar, Kodungaiyur",Kodungaiyur,18
4,35,"Eswaran Koil Street  Nehru Nagar, Erukkencherry",Erukkencherry,7
4,35,"Ethiraj Samy Salai  Erukkencherry, Erukkencherry",Erukkencherry,10
4,35,"G.N.T Road  Erukkencherry, Erukkencherry",Erukkencherry,51
4,35,"Gandhi Nagar 1st Cross Street  Gandhi Nagar, Kodungaiyur",Kodungaiyur,9
4,35,"Gandhi Nagar 1st Street  Gandhi Nagar, Kodungaiyur",Kodungaiyur,6
4,35,"Gandhi Nagar 2nd Street  Gandhi Nagar, Kodungaiyur",Kodungaiyur,14
4,35,"Gandhi Nagar 3rd Cross Street  Gandhi Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Gandhi Nagar 3rd Street  Gandhi Nagar, Kodungaiyur",Kodungaiyur,6
4,35,"Gandhi Nagar 4th Cross Street  Gandhi Nagar, Kodungaiyur",Kodungaiyur,6
4,35,"Gandhi Nagar 4th Street  Gandhi Nagar, Kodungaiyur",Kodungaiyur,11
4,35,"Gandhi Nagar 5th Cross Street  Gandhi Nagar, Kodungaiyur",Kodungaiyur,4
4,35,"Gandhi Nagar 5th Street  Gandhi Nagar, Kodungaiyur",Kodungaiyur,18
4,35,"Gandhi Nagar 6th Cross Street 2nd Stretch  Gandhi Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Gandhi Nagar 7th Cross Street 1st Stretch  Gandhi Nagar, Kodungaiyur",Kodungaiyur,4
4,35,"Gandhi Nagar 7th Street  Gandhi Nagar, Kodungaiyur",Kodungaiyur,1
4,35,"Gandhi Nagar 8th Street  Gandhi Nagar, Kodungaiyur",Kodungaiyur,3
4,35,"Indra Nagar (West)  Padmavathi Nagar, Kodungaiyur",Kodungaiyur,27
4,35,"J.P.Jothi Street  Kennedy Nagar, Erukkencherry",Erukkencherry,14
4,35,"Janagaraj Street Extn Nehru Nagar  Devaraj Nagar, Saligramam",Saligramam,4
4,35,"K.K.D NAGAR 3RD BLOCK 2ND STREET  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,5
4,35,"K.K.D Nagar 1st Block, 1st Main Road, 1st Cross Street  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,1
4,35,"K.K.D.NAGAR 6TH MAIN CROSS ST  Moolakadai, Kodungaiyur",Kodungaiyur,5
4,35,"K.K.D.NAGAR 6TH MAIN ROAD  K.K.D.NAGAR, KODUNGAIYUR",KODUNGAIYUR,14
4,35,"K.K.D.Nagar 1st Block 1st Lane  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,1
4,35,"K.K.D.Nagar 1st Block 2nd Lane  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"K.K.D.Nagar 1st Block 2nd Main Road 1st Lane  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,1
4,35,"K.K.D.Nagar 1st Block 2nd Main Road 3rd Lane  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,1
4,35,"K.K.D.Nagar 1st Block 2nd Main Road 4th Lane  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,1
4,35,"K.K.D.Nagar 1st Block 2nd Main Road 5th Lane  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,1
4,35,"K.K.D.Nagar 1st Block 2nd Main Road 6th Lane  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,1
4,35,"K.K.D.Nagar 1st Block, 1st Main Road, 2nd Lane  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"K.K.D.Nagar 1st Block, 1st Main Road, 3rd Lane  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"K.K.D.Nagar 1st Block, 1st Main Road, 4th Lane  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,1
4,35,"K.K.D.Nagar 1st Block, 2nd Main Road, 2nd Lane  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,1
4,35,"K.K.D.Nagar 1st Main Road  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,15
4,35,"K.K.D.Nagar 2nd Block  1st  Street  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,11
4,35,"K.K.D.Nagar 2nd Block 2nd Street  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,4
4,35,"K.K.D.Nagar 2nd Block 3rd Street  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,6
4,35,"K.K.D.Nagar 2nd Block 4th Street  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,6
4,35,"K.K.D.Nagar 2nd Main Road  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,10
4,35,"K.K.D.Nagar 3rd Block 1st Cross Street  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,4
4,35,"K.K.D.Nagar 3rd Block 1st Street  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,4
4,35,"K.K.D.Nagar 3rd Block 3rd  Cross Street  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,4
4,35,"K.K.D.Nagar 3rd Block 4th  Cross Street  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,5
4,35,"K.K.D.Nagar 3rd Main Road  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,17
4,35,"K.K.D.Nagar 4th Block 1st Street  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,4
4,35,"K.K.D.Nagar 4th Block 3rd Street  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,3
4,35,"K.K.D.Nagar 4th Block 4th Street  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,5
4,35,"K.K.D.Nagar 4th Main Road  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,8
4,35,"K.K.D.Nagar 5th Block 1st Street  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,4
4,35,"K.K.D.Nagar 5th Block 2nd Street  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,4
4,35,"K.K.D.Nagar 5th Block 3rd Street  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,4
4,35,"K.K.D.Nagar 5th Block 4th Street  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"K.K.D.Nagar 5th Block 5th Cross Street  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,4
4,35,"K.K.D.Nagar 5th Block 5th Street  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,4
4,35,"K.K.D.Nagar 5th Block 6th Street  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,3
4,35,"K.K.D.Nagar 5th Block 7th Lane  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"K.K.D.Nagar 5th Block 7th Street  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,4
4,35,"K.K.D.Nagar 5th Main Road  K.K.D.Nagar, Kodungaiyur",Kodungaiyur,10
4,35,"KAMARAJ SALAI 2ND LANE  Kodungaiyur, Tondiarpet",Tondiarpet,2
4,35,"KAVERI SALAI 6TH CROSS STREET  Kodungaiyur, Kodungaiyur",Kodungaiyur,3
4,35,"Kailasam Street  Rajiv Gandhi Nagar, Erukkencherry",Erukkencherry,3
4,35,"Kalaimagal Street  Kurinji Nagar, Kodungaiyur",Kodungaiyur,10
4,35,"Kamaraj Salai  Chinna Kodungaiyur, Kodungaiyur",Kodungaiyur,45
4,35,"Kamaraj Salai 11th Lane  Kamaraj Salai, Kodungaiyur",Kodungaiyur,1
4,35,"Kamaraj Street  Rajiv Gandhi Nagar, Erukkencherry",Erukkencherry,7
4,35,"Kamatchi 1st Street  Kurinji Nagar, Kodungaiyur",Kodungaiyur,8
4,35,"Kandasamy Koil St  Nehru Nagar, Erukkencherry",Erukkencherry,8
4,35,"Karunanidhi Lane  Kodungaiyur, Kodungaiyur",Kodungaiyur,5
4,35,"Kaveri Salai 5th Cross Street  Kodungaiyur, Kodungaiyur",Kodungaiyur,1
4,35,"Krishnamoorthy Salai  Thiruvalluvar Nagar, Erukkencherry",Erukkencherry,14
4,35,"Kumaran Lane  Nehru Nagar, Erukkencherry",Erukkencherry,5
4,35,"Kumaran Street  Nehru Nagar, Erukkencherry",Erukkencherry,4
4,35,"M.K.Ponnan Street  Lakshmi Amman Nagar, Erukkencherry",Erukkencherry,5
4,35,"Meenambal Salai  K.K.D.Nagar, Erukkencherry",Erukkencherry,23
4,35,"Meenambal Sivaraj Street  Tamil Harijan Colony, Kodungaiyur",Kodungaiyur,8
4,35,"Muthamil Nagar 1st Main Road  Muthamil Nagar, Kodungaiyur",Kodungaiyur,12
4,35,"Muthamil Nagar 2nd Main Road  Muthamil Nagar, Kodungaiyur",Kodungaiyur,10
4,35,"Muthamil Nagar 3rd Main Road  Muthamil Nagar, Kodungaiyur",Kodungaiyur,5
4,35,"Muthamil Nagar 4th Main Road  Muthamil Nagar, Kodungaiyur",Kodungaiyur,6
4,35,"Muthamil Nagar 5th Main Road  Narasimma Reddiyar Nagar, Kodungaiyur",Kodungaiyur,20
4,35,"Muthamil Nagar 6th Main Road  Muthamil Nagar, Kodungaiyur",Kodungaiyur,11
4,35,"Muthamil Nagar 7th Main Road  Muthamil Nagar, Kodungaiyur",Kodungaiyur,14
4,35,"Muthamil Nagar 9th Main Road  Muthamil Nagar, Kodungaiyur",Kodungaiyur,9
4,35,"Muthamil Nagar I Block 10th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,5
4,35,"Muthamil Nagar I Block 11th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,24
4,35,"Muthamil Nagar I Block 14th  Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,4
4,35,"Muthamil Nagar I Block 16 Th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar I Block 17th  Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar I Block 19th  Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,5
4,35,"Muthamil Nagar I Block 20th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,4
4,35,"Muthamil Nagar I Block 22nd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar I Block 23rd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar I Block 24th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,6
4,35,"Muthamil Nagar I Block 25th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar I Block 26th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar I Block 27th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,1
4,35,"Muthamil Nagar I Block 2i Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,1
4,35,"Muthamil Nagar I Block 2nd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,3
4,35,"Muthamil Nagar I Block 3rd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,4
4,35,"Muthamil Nagar I Block 4th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,6
4,35,"Muthamil Nagar I Block 5th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,3
4,35,"Muthamil Nagar I Block 6th  Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar I Block 7th  Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar I Block 8th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,3
4,35,"Muthamil Nagar I Block 9th  Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,10
4,35,"Muthamil Nagar Ii  Block 33rd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,4
4,35,"Muthamil Nagar Ii  Block 34th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,4
4,35,"Muthamil Nagar Ii  Block 35th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,3
4,35,"Muthamil Nagar Ii  Block 36th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Ii  Block 37th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,3
4,35,"Muthamil Nagar Ii  Block 38th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,4
4,35,"Muthamil Nagar Ii  Block 39th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,8
4,35,"Muthamil Nagar Ii  Block 40th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Ii  Block 41st Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,3
4,35,"Muthamil Nagar Ii  Block 42nd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,3
4,35,"Muthamil Nagar Ii  Block 43rd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,3
4,35,"Muthamil Nagar Ii  Block 44th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Ii  Block 45th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,9
4,35,"Muthamil Nagar Ii  Block 46th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Ii  Block 47th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Ii  Block 49th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Iii Block 51st Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Iii Block 52nd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,6
4,35,"Muthamil Nagar Iii Block 53rd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Iii Block 54th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,3
4,35,"Muthamil Nagar Iii Block 56th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Iii Block 57th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Iii Block 58th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Iii Block 59th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Iii Block 60th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Iii Block 61st Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,5
4,35,"Muthamil Nagar Iii Block 62nd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,1
4,35,"Muthamil Nagar Iii Block 63rd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,4
4,35,"Muthamil Nagar Iii Block 64th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Iii Block 65th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Iii Block 66th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Iii Block 67th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,5
4,35,"Muthamil Nagar Iii Block 68th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Iii Block 69th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,3
4,35,"Muthamil Nagar Iii Block 70th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Iii Block 71st Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Iii Block 72nd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,1
4,35,"Muthamil Nagar Iii Block 73rd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,3
4,35,"Muthamil Nagar Iii Block 74th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,1
4,35,"Muthamil Nagar Iii Block 75th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Iv  Block 100th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Iv  Block 101st Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,3
4,35,"Muthamil Nagar Iv  Block 102nd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Iv  Block 104th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,5
4,35,"Muthamil Nagar Iv  Block 105th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Iv  Block 106th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Iv  Block 107th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,3
4,35,"Muthamil Nagar Iv  Block 81st Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,6
4,35,"Muthamil Nagar Iv  Block 83rd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,9
4,35,"Muthamil Nagar Iv  Block 84th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Iv  Block 85th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Iv  Block 87th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Iv  Block 88th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Iv  Block 89th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Iv  Block 90th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Iv  Block 91st Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,6
4,35,"Muthamil Nagar Iv  Block 92nd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,4
4,35,"Muthamil Nagar Iv  Block 93rd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,7
4,35,"Muthamil Nagar Iv  Block 94th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Iv  Block 96th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Iv  Block 97th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,6
4,35,"Muthamil Nagar Iv  Block 98th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,4
4,35,"Muthamil Nagar Iv  Block 99th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,1
4,35,"Muthamil Nagar V Block 111th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,4
4,35,"Muthamil Nagar V Block 112th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,3
4,35,"Muthamil Nagar V Block 113th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar V Block 114th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar V Block 115th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar V Block 116th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,3
4,35,"Muthamil Nagar V Block 117th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar V Block 118th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar V Block 119th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar V Block 120th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar V Block 121st Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,1
4,35,"Muthamil Nagar V Block 122nd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar V Block 123rd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar V Block 124th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar V Block 125th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar V Block 126th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,6
4,35,"Muthamil Nagar V Block 127th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,1
4,35,"Muthamil Nagar V Block 128th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,1
4,35,"Muthamil Nagar V Block 129th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar V Block 131st Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,3
4,35,"Muthamil Nagar V Block 132nd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,3
4,35,"Muthamil Nagar V Block 133rd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar V Block 134th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar V Block 135th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,5
4,35,"Muthamil Nagar Vi Block 141st Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,5
4,35,"Muthamil Nagar Vi Block 142nd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Vi Block 143rd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,3
4,35,"Muthamil Nagar Vi Block 144th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,1
4,35,"Muthamil Nagar Vi Block 145th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,1
4,35,"Muthamil Nagar Vi Block 146th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,4
4,35,"Muthamil Nagar Vi Block 147th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,7
4,35,"Muthamil Nagar Vi Block 148th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Vi Block 149th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Vi Block 151st Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,5
4,35,"Muthamil Nagar Vi Block 152nd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Vi Block 153rd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Vi Block 154th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Vi Block 155th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,5
4,35,"Muthamil Nagar Vi Block 157th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,5
4,35,"Muthamil Nagar Vi Block 158th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Vi Block 159th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Vi Block 160th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Vi Block 162nd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,1
4,35,"Muthamil Nagar Vi Block 163rd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,1
4,35,"Muthamil Nagar Vi Block 164th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,9
4,35,"Muthamil Nagar Vi Block 166th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,1
4,35,"Muthamil Nagar Vi Block 167th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,1
4,35,"Muthamil Nagar Vi Block 168th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Vii Block 171st Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,4
4,35,"Muthamil Nagar Vii Block 172nd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,7
4,35,"Muthamil Nagar Vii Block 173rd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Vii Block 174th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,3
4,35,"Muthamil Nagar Vii Block 175th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,5
4,35,"Muthamil Nagar Vii Block 176th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,8
4,35,"Muthamil Nagar Vii Block 177thstreet  Muthamil Nagar, Kodungaiyur",Kodungaiyur,5
4,35,"Muthamil Nagar Vii Block 178th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Vii Block 179th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,4
4,35,"Muthamil Nagar Vii Block 180th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Vii Block 182nd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,3
4,35,"Muthamil Nagar Vii Block 183rd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,3
4,35,"Muthamil Nagar Vii Block 184th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,3
4,35,"Muthamil Nagar Vii Block 185th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,3
4,35,"Muthamil Nagar Viii Block 191st Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,6
4,35,"Muthamil Nagar Viii Block 192nd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,3
4,35,"Muthamil Nagar Viii Block 193rd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Viii Block 194th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Viii Block 195th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,3
4,35,"Muthamil Nagar Viii Block 196th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,4
4,35,"Muthamil Nagar Viii Block 197th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Viii Block 198th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,3
4,35,"Muthamil Nagar Viii Block 199th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Viii Block 200th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,2
4,35,"Muthamil Nagar Viii Block 202nd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,4
4,35,"Muthamil Nagar Viii Block 203rd Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,4
4,35,"Muthamil Nagar Viii Block 204th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,4
4,35,"Muthamil Nagar Viii Block 205th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,1
4,35,"Muthamil Nagar Viii Block 206th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,3
4,35,"Muthamil Nagar Viii Block 207th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,1
4,35,"Muthamil Nagar Viii Block 208th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,1
4,35,"Muthamil Nagar Viii Block 210th Street  Muthamil Nagar, Kodungaiyur",Kodungaiyur,7
4,35,"Muthamizh Nagar 6th Main Road  Muthamizh Nagar, Kallikuppam",Kallikuppam,20
4,35,"Muthumariamman Koil Street  Nehru Nagar, Erukkencherry",Erukkencherry,3
